group,subgroup,suborder,subcat,xaxis,xorder,xlabel,chart,value,count,total,missing,x0,x1,x2,x3
Vermont,fouryr,1,,bencht,0,0 ACT Benchmarks,Percent who attended a 4-year college,81,171,211,,out of,college students who met,attended a four-year college.,
Vermont,fouryr,1,,bencht,1,1 ACT Benchmark,Percent who attended a 4-year college,93.8,183,195,,out of,college students who met,attended a four-year college.,
Vermont,fouryr,1,,bencht,2,2 ACT Benchmarks,Percent who attended a 4-year college,95.1,231,243,,out of,college students who met,attended a four-year college.,
Vermont,fouryr,1,,bencht,3,3 ACT Benchmarks,Percent who attended a 4-year college,98.2,277,282,,out of,college students who met,attended a four-year college.,
Vermont,fouryr,1,,bencht,4,4 ACT Benchmarks,Percent who attended a 4-year college,98,627,640,,out of,college students who met,attended a four-year college.,
Vermont,enroll,1,,bencht,0,0 ACT Benchmarks,Percent who enrolled in college,65.5,211,322,,out of,students who met,enrolled in college.,
Vermont,enroll,1,,bencht,1,1 ACT Benchmark,Percent who enrolled in college,74.4,195,262,,out of,students who met,enrolled in college.,
Vermont,enroll,1,,bencht,2,2 ACT Benchmarks,Percent who enrolled in college,77.9,243,312,,out of,students who met,enrolled in college.,
Vermont,enroll,1,,bencht,3,3 ACT Benchmarks,Percent who enrolled in college,84.7,282,333,,out of,students who met,enrolled in college.,
Vermont,enroll,1,,bencht,4,4 ACT Benchmarks,Percent who enrolled in college,82.5,640,776,,out of,students who met,enrolled in college.,
Virginia,fouryr,1,,bencht,0,0 ACT Benchmarks,Percent who attended a 4-year college,64.1,2115,3297,,out of,college students who met,attended a four-year college.,
Virginia,fouryr,1,,bencht,1,1 ACT Benchmark,Percent who attended a 4-year college,80,1978,2471,,out of,college students who met,attended a four-year college.,
Virginia,fouryr,1,,bencht,2,2 ACT Benchmarks,Percent who attended a 4-year college,85.7,2401,2802,,out of,college students who met,attended a four-year college.,
Virginia,fouryr,1,,bencht,3,3 ACT Benchmarks,Percent who attended a 4-year college,91.7,2829,3084,,out of,college students who met,attended a four-year college.,
Virginia,fouryr,1,,bencht,4,4 ACT Benchmarks,Percent who attended a 4-year college,95.7,7072,7389,,out of,college students who met,attended a four-year college.,
Virginia,enroll,1,,bencht,0,0 ACT Benchmarks,Percent who enrolled in college,76,3297,4337,,out of,students who met,enrolled in college.,
Virginia,enroll,1,,bencht,1,1 ACT Benchmark,Percent who enrolled in college,85,2471,2908,,out of,students who met,enrolled in college.,
Virginia,enroll,1,,bencht,2,2 ACT Benchmarks,Percent who enrolled in college,86.6,2802,3237,,out of,students who met,enrolled in college.,
Virginia,enroll,1,,bencht,3,3 ACT Benchmarks,Percent who enrolled in college,89.9,3084,3430,,out of,students who met,enrolled in college.,
Virginia,enroll,1,,bencht,4,4 ACT Benchmarks,Percent who enrolled in college,89.5,7389,8253,,out of,students who met,enrolled in college.,
Washington,fouryr,1,,bencht,0,0 ACT Benchmarks,Percent who attended a 4-year college,65.8,1016,1545,,out of,college students who met,attended a four-year college.,
Washington,fouryr,1,,bencht,1,1 ACT Benchmark,Percent who attended a 4-year college,77,944,1226,,out of,college students who met,attended a four-year college.,
Washington,fouryr,1,,bencht,2,2 ACT Benchmarks,Percent who attended a 4-year college,84.7,1239,1462,,out of,college students who met,attended a four-year college.,
Washington,fouryr,1,,bencht,3,3 ACT Benchmarks,Percent who attended a 4-year college,90.3,1608,1780,,out of,college students who met,attended a four-year college.,
Washington,fouryr,1,,bencht,4,4 ACT Benchmarks,Percent who attended a 4-year college,96.2,4452,4626,,out of,college students who met,attended a four-year college.,
Washington,enroll,1,,bencht,0,0 ACT Benchmarks,Percent who enrolled in college,52.9,1545,2920,,out of,students who met,enrolled in college.,
Washington,enroll,1,,bencht,1,1 ACT Benchmark,Percent who enrolled in college,73.6,1226,1665,,out of,students who met,enrolled in college.,
Washington,enroll,1,,bencht,2,2 ACT Benchmarks,Percent who enrolled in college,76.5,1462,1911,,out of,students who met,enrolled in college.,
Washington,enroll,1,,bencht,3,3 ACT Benchmarks,Percent who enrolled in college,80.9,1780,2199,,out of,students who met,enrolled in college.,
Washington,enroll,1,,bencht,4,4 ACT Benchmarks,Percent who enrolled in college,82.3,4626,5621,,out of,students who met,enrolled in college.,
West Virginia,fouryr,1,,bencht,0,0 ACT Benchmarks,Percent who attended a 4-year college,69.1,1099,1590,,out of,college students who met,attended a four-year college.,
West Virginia,fouryr,1,,bencht,1,1 ACT Benchmark,Percent who attended a 4-year college,84.2,1441,1712,,out of,college students who met,attended a four-year college.,
West Virginia,fouryr,1,,bencht,2,2 ACT Benchmarks,Percent who attended a 4-year college,90,1410,1566,,out of,college students who met,attended a four-year college.,
West Virginia,fouryr,1,,bencht,3,3 ACT Benchmarks,Percent who attended a 4-year college,93.2,1340,1438,,out of,college students who met,attended a four-year college.,
West Virginia,fouryr,1,,bencht,4,4 ACT Benchmarks,Percent who attended a 4-year college,97.2,2006,2063,,out of,college students who met,attended a four-year college.,
West Virginia,enroll,1,,bencht,0,0 ACT Benchmarks,Percent who enrolled in college,52.1,1590,3051,,out of,students who met,enrolled in college.,
West Virginia,enroll,1,,bencht,1,1 ACT Benchmark,Percent who enrolled in college,71.4,1712,2398,,out of,students who met,enrolled in college.,
West Virginia,enroll,1,,bencht,2,2 ACT Benchmarks,Percent who enrolled in college,78.7,1566,1991,,out of,students who met,enrolled in college.,
West Virginia,enroll,1,,bencht,3,3 ACT Benchmarks,Percent who enrolled in college,84.6,1438,1700,,out of,students who met,enrolled in college.,
West Virginia,enroll,1,,bencht,4,4 ACT Benchmarks,Percent who enrolled in college,90.2,2063,2286,,out of,students who met,enrolled in college.,
Wisconsin,fouryr,1,,bencht,0,0 ACT Benchmarks,Percent who attended a 4-year college,45.5,2158,4742,,out of,college students who met,attended a four-year college.,
Wisconsin,fouryr,1,,bencht,1,1 ACT Benchmark,Percent who attended a 4-year college,65.6,3275,4990,,out of,college students who met,attended a four-year college.,
Wisconsin,fouryr,1,,bencht,2,2 ACT Benchmarks,Percent who attended a 4-year college,76.9,4433,5768,,out of,college students who met,attended a four-year college.,
Wisconsin,fouryr,1,,bencht,3,3 ACT Benchmarks,Percent who attended a 4-year college,82.6,5387,6525,,out of,college students who met,attended a four-year college.,
Wisconsin,fouryr,1,,bencht,4,4 ACT Benchmarks,Percent who attended a 4-year college,91.7,12689,13836,,out of,college students who met,attended a four-year college.,
Wisconsin,enroll,1,,bencht,0,0 ACT Benchmarks,Percent who enrolled in college,50.7,4742,9352,,out of,students who met,enrolled in college.,
Wisconsin,enroll,1,,bencht,1,1 ACT Benchmark,Percent who enrolled in college,74.8,4990,6675,,out of,students who met,enrolled in college.,
Wisconsin,enroll,1,,bencht,2,2 ACT Benchmarks,Percent who enrolled in college,79.6,5768,7247,,out of,students who met,enrolled in college.,
Wisconsin,enroll,1,,bencht,3,3 ACT Benchmarks,Percent who enrolled in college,84.5,6525,7720,,out of,students who met,enrolled in college.,
Wisconsin,enroll,1,,bencht,4,4 ACT Benchmarks,Percent who enrolled in college,88.8,13836,15580,,out of,students who met,enrolled in college.,
Wyoming,fouryr,1,,bencht,0,0 ACT Benchmarks,Percent who attended a 4-year college,14,94,670,,out of,college students who met,attended a four-year college.,
Wyoming,fouryr,1,,bencht,1,1 ACT Benchmark,Percent who attended a 4-year college,29.6,134,452,,out of,college students who met,attended a four-year college.,
Wyoming,fouryr,1,,bencht,2,2 ACT Benchmarks,Percent who attended a 4-year college,34.8,185,532,,out of,college students who met,attended a four-year college.,
Wyoming,fouryr,1,,bencht,3,3 ACT Benchmarks,Percent who attended a 4-year college,52.6,245,466,,out of,college students who met,attended a four-year college.,
Wyoming,fouryr,1,,bencht,4,4 ACT Benchmarks,Percent who attended a 4-year college,71.4,636,891,,out of,college students who met,attended a four-year college.,
Wyoming,enroll,1,,bencht,0,0 ACT Benchmarks,Percent who enrolled in college,29.7,670,2255,,out of,students who met,enrolled in college.,
Wyoming,enroll,1,,bencht,1,1 ACT Benchmark,Percent who enrolled in college,48.5,452,931,,out of,students who met,enrolled in college.,
Wyoming,enroll,1,,bencht,2,2 ACT Benchmarks,Percent who enrolled in college,60.4,532,881,,out of,students who met,enrolled in college.,
Wyoming,enroll,1,,bencht,3,3 ACT Benchmarks,Percent who enrolled in college,68.7,466,678,,out of,students who met,enrolled in college.,
Wyoming,enroll,1,,bencht,4,4 ACT Benchmarks,Percent who enrolled in college,77.4,891,1151,,out of,students who met,enrolled in college.,
National,fouryr,1,,bencht,0,0 ACT Benchmarks,Percent who attended a 4-year college,47.9,124122,259026,,out of,college students who met,attended a four-year college.,
National,fouryr,1,,bencht,1,1 ACT Benchmark,Percent who attended a 4-year college,65.5,126324,192796,,out of,college students who met,attended a four-year college.,
National,fouryr,1,,bencht,2,2 ACT Benchmarks,Percent who attended a 4-year college,75.1,146524,195156,,out of,college students who met,attended a four-year college.,
National,fouryr,1,,bencht,3,3 ACT Benchmarks,Percent who attended a 4-year college,82.9,159570,192448,,out of,college students who met,attended a four-year college.,
National,fouryr,1,,bencht,4,4 ACT Benchmarks,Percent who attended a 4-year college,92.4,374367,405215,,out of,college students who met,attended a four-year college.,
National,enroll,1,,bencht,0,0 ACT Benchmarks,Percent who enrolled in college,46.8,259026,553909,,out of,students who met,enrolled in college.,
National,enroll,1,,bencht,1,1 ACT Benchmark,Percent who enrolled in college,68.7,192796,280763,,out of,students who met,enrolled in college.,
National,enroll,1,,bencht,2,2 ACT Benchmarks,Percent who enrolled in college,75.8,195156,257312,,out of,students who met,enrolled in college.,
National,enroll,1,,bencht,3,3 ACT Benchmarks,Percent who enrolled in college,81.4,192448,236458,,out of,students who met,enrolled in college.,
National,enroll,1,,bencht,4,4 ACT Benchmarks,Percent who enrolled in college,86.1,405215,470801,,out of,students who met,enrolled in college.,
Northeast,fouryr,1,,bencht,0,0 ACT Benchmarks,Percent who attended a 4-year college,69.6,10944,15731,,out of,college students who met,attended a four-year college.,
Northeast,fouryr,1,,bencht,1,1 ACT Benchmark,Percent who attended a 4-year college,85.2,11854,13909,,out of,college students who met,attended a four-year college.,
Northeast,fouryr,1,,bencht,2,2 ACT Benchmarks,Percent who attended a 4-year college,91.2,15819,17347,,out of,college students who met,attended a four-year college.,
Northeast,fouryr,1,,bencht,3,3 ACT Benchmarks,Percent who attended a 4-year college,94.9,19010,20040,,out of,college students who met,attended a four-year college.,
Northeast,fouryr,1,,bencht,4,4 ACT Benchmarks,Percent who attended a 4-year college,97.7,49719,50879,,out of,college students who met,attended a four-year college.,
Northeast,enroll,1,,bencht,0,0 ACT Benchmarks,Percent who enrolled in college,74.2,15731,21209,,out of,students who met,enrolled in college.,
Northeast,enroll,1,,bencht,1,1 ACT Benchmark,Percent who enrolled in college,85,13909,16354,,out of,students who met,enrolled in college.,
Northeast,enroll,1,,bencht,2,2 ACT Benchmarks,Percent who enrolled in college,86.2,17347,20120,,out of,students who met,enrolled in college.,
Northeast,enroll,1,,bencht,3,3 ACT Benchmarks,Percent who enrolled in college,87.5,20040,22902,,out of,students who met,enrolled in college.,
Northeast,enroll,1,,bencht,4,4 ACT Benchmarks,Percent who enrolled in college,86.9,50879,58571,,out of,students who met,enrolled in college.,
Midwest,fouryr,1,,bencht,0,0 ACT Benchmarks,Percent who attended a 4-year college,39.9,30574,76701,,out of,college students who met,attended a four-year college.,
Midwest,fouryr,1,,bencht,1,1 ACT Benchmark,Percent who attended a 4-year college,60.1,38925,64799,,out of,college students who met,attended a four-year college.,
Midwest,fouryr,1,,bencht,2,2 ACT Benchmarks,Percent who attended a 4-year college,70.5,47632,67609,,out of,college students who met,attended a four-year college.,
Midwest,fouryr,1,,bencht,3,3 ACT Benchmarks,Percent who attended a 4-year college,78.8,55267,70110,,out of,college students who met,attended a four-year college.,
Midwest,fouryr,1,,bencht,4,4 ACT Benchmarks,Percent who attended a 4-year college,90.3,136398,151093,,out of,college students who met,attended a four-year college.,
Midwest,enroll,1,,bencht,0,0 ACT Benchmarks,Percent who enrolled in college,44.2,76701,173542,,out of,students who met,enrolled in college.,
Midwest,enroll,1,,bencht,1,1 ACT Benchmark,Percent who enrolled in college,67.8,64799,95521,,out of,students who met,enrolled in college.,
Midwest,enroll,1,,bencht,2,2 ACT Benchmarks,Percent who enrolled in college,75.6,67609,89477,,out of,students who met,enrolled in college.,
Midwest,enroll,1,,bencht,3,3 ACT Benchmarks,Percent who enrolled in college,81.5,70110,85994,,out of,students who met,enrolled in college.,
Midwest,enroll,1,,bencht,4,4 ACT Benchmarks,Percent who enrolled in college,86.9,151093,173854,,out of,students who met,enrolled in college.,
South,fouryr,1,,bencht,0,0 ACT Benchmarks,Percent who attended a 4-year college,48.8,61623,126204,,out of,college students who met,attended a four-year college.,
South,fouryr,1,,bencht,1,1 ACT Benchmark,Percent who attended a 4-year college,65,55479,85376,,out of,college students who met,attended a four-year college.,
South,fouryr,1,,bencht,2,2 ACT Benchmarks,Percent who attended a 4-year college,74.2,58665,79035,,out of,college students who met,attended a four-year college.,
South,fouryr,1,,bencht,3,3 ACT Benchmarks,Percent who attended a 4-year college,82.5,58234,70585,,out of,college students who met,attended a four-year college.,
South,fouryr,1,,bencht,4,4 ACT Benchmarks,Percent who attended a 4-year college,92.5,123233,133211,,out of,college students who met,attended a four-year college.,
South,enroll,1,,bencht,0,0 ACT Benchmarks,Percent who enrolled in college,46.8,126204,269528,,out of,students who met,enrolled in college.,
South,enroll,1,,bencht,1,1 ACT Benchmark,Percent who enrolled in college,68.8,85376,124116,,out of,students who met,enrolled in college.,
South,enroll,1,,bencht,2,2 ACT Benchmarks,Percent who enrolled in college,76.5,79035,103374,,out of,students who met,enrolled in college.,
South,enroll,1,,bencht,3,3 ACT Benchmarks,Percent who enrolled in college,82.3,70585,85809,,out of,students who met,enrolled in college.,
South,enroll,1,,bencht,4,4 ACT Benchmarks,Percent who enrolled in college,87.6,133211,152012,,out of,students who met,enrolled in college.,
West,fouryr,1,,bencht,0,0 ACT Benchmarks,Percent who attended a 4-year college,51.9,20981,40390,,out of,college students who met,attended a four-year college.,
West,fouryr,1,,bencht,1,1 ACT Benchmark,Percent who attended a 4-year college,69.9,20066,28712,,out of,college students who met,attended a four-year college.,
West,fouryr,1,,bencht,2,2 ACT Benchmarks,Percent who attended a 4-year college,78.3,24408,31165,,out of,college students who met,attended a four-year college.,
West,fouryr,1,,bencht,3,3 ACT Benchmarks,Percent who attended a 4-year college,85.3,27059,31713,,out of,college students who met,attended a four-year college.,
West,fouryr,1,,bencht,4,4 ACT Benchmarks,Percent who attended a 4-year college,92.8,65017,70032,,out of,college students who met,attended a four-year college.,
West,enroll,1,,bencht,0,0 ACT Benchmarks,Percent who enrolled in college,45.1,40390,89630,,out of,students who met,enrolled in college.,
West,enroll,1,,bencht,1,1 ACT Benchmark,Percent who enrolled in college,64.1,28712,44772,,out of,students who met,enrolled in college.,
West,enroll,1,,bencht,2,2 ACT Benchmarks,Percent who enrolled in college,70.3,31165,44341,,out of,students who met,enrolled in college.,
West,enroll,1,,bencht,3,3 ACT Benchmarks,Percent who enrolled in college,76,31713,41753,,out of,students who met,enrolled in college.,
West,enroll,1,,bencht,4,4 ACT Benchmarks,Percent who enrolled in college,81.1,70032,86364,,out of,students who met,enrolled in college.,
25% or less,fouryr,1,,bencht,0,0 ACT Benchmarks,Percent who attended a 4-year college,68.7,8796,12799,,out of,college students who met,attended a four-year college.,
25% or less,fouryr,1,,bencht,1,1 ACT Benchmark,Percent who attended a 4-year college,84.6,8712,10296,,out of,college students who met,attended a four-year college.,
25% or less,fouryr,1,,bencht,2,2 ACT Benchmarks,Percent who attended a 4-year college,90.7,11113,12254,,out of,college students who met,attended a four-year college.,
25% or less,fouryr,1,,bencht,3,3 ACT Benchmarks,Percent who attended a 4-year college,94.9,13102,13809,,out of,college students who met,attended a four-year college.,
25% or less,fouryr,1,,bencht,4,4 ACT Benchmarks,Percent who attended a 4-year college,97.7,33708,34505,,out of,college students who met,attended a four-year college.,
25% or less,enroll,1,,bencht,0,0 ACT Benchmarks,Percent who enrolled in college,70,12799,18280,,out of,students who met,enrolled in college.,
25% or less,enroll,1,,bencht,1,1 ACT Benchmark,Percent who enrolled in college,83.3,10296,12355,,out of,students who met,enrolled in college.,
25% or less,enroll,1,,bencht,2,2 ACT Benchmarks,Percent who enrolled in college,84.4,12254,14520,,out of,students who met,enrolled in college.,
25% or less,enroll,1,,bencht,3,3 ACT Benchmarks,Percent who enrolled in college,85.5,13809,16157,,out of,students who met,enrolled in college.,
25% or less,enroll,1,,bencht,4,4 ACT Benchmarks,Percent who enrolled in college,85.1,34505,40560,,out of,students who met,enrolled in college.,
26% - 50%,fouryr,1,,bencht,0,0 ACT Benchmarks,Percent who attended a 4-year college,55.3,35092,63509,,out of,college students who met,attended a four-year college.,
26% - 50%,fouryr,1,,bencht,1,1 ACT Benchmark,Percent who attended a 4-year college,72.9,31106,42693,,out of,college students who met,attended a four-year college.,
26% - 50%,fouryr,1,,bencht,2,2 ACT Benchmarks,Percent who attended a 4-year college,81.3,38046,46794,,out of,college students who met,attended a four-year college.,
26% - 50%,fouryr,1,,bencht,3,3 ACT Benchmarks,Percent who attended a 4-year college,87.6,42783,48828,,out of,college students who met,attended a four-year college.,
26% - 50%,fouryr,1,,bencht,4,4 ACT Benchmarks,Percent who attended a 4-year college,94.4,105637,111913,,out of,college students who met,attended a four-year college.,
26% - 50%,enroll,1,,bencht,0,0 ACT Benchmarks,Percent who enrolled in college,61.4,63509,103386,,out of,students who met,enrolled in college.,
26% - 50%,enroll,1,,bencht,1,1 ACT Benchmark,Percent who enrolled in college,76.5,42693,55777,,out of,students who met,enrolled in college.,
26% - 50%,enroll,1,,bencht,2,2 ACT Benchmarks,Percent who enrolled in college,80.9,46794,57807,,out of,students who met,enrolled in college.,
26% - 50%,enroll,1,,bencht,3,3 ACT Benchmarks,Percent who enrolled in college,84.7,48828,57669,,out of,students who met,enrolled in college.,
26% - 50%,enroll,1,,bencht,4,4 ACT Benchmarks,Percent who enrolled in college,87.3,111913,128137,,out of,students who met,enrolled in college.,
51% - 75%,fouryr,1,,bencht,0,0 ACT Benchmarks,Percent who attended a 4-year college,56.1,44093,78571,,out of,college students who met,attended a four-year college.,
51% - 75%,fouryr,1,,bencht,1,1 ACT Benchmark,Percent who attended a 4-year college,69.5,42698,61392,,out of,college students who met,attended a four-year college.,
51% - 75%,fouryr,1,,bencht,2,2 ACT Benchmarks,Percent who attended a 4-year college,77.1,49085,63657,,out of,college students who met,attended a four-year college.,
51% - 75%,fouryr,1,,bencht,3,3 ACT Benchmarks,Percent who attended a 4-year college,83.5,52236,62545,,out of,college students who met,attended a four-year college.,
51% - 75%,fouryr,1,,bencht,4,4 ACT Benchmarks,Percent who attended a 4-year college,92.4,115335,124763,,out of,college students who met,attended a four-year college.,
51% - 75%,enroll,1,,bencht,0,0 ACT Benchmarks,Percent who enrolled in college,52.2,78571,150386,,out of,students who met,enrolled in college.,
51% - 75%,enroll,1,,bencht,1,1 ACT Benchmark,Percent who enrolled in college,72.8,61392,84343,,out of,students who met,enrolled in college.,
51% - 75%,enroll,1,,bencht,2,2 ACT Benchmarks,Percent who enrolled in college,78.7,63657,80891,,out of,students who met,enrolled in college.,
51% - 75%,enroll,1,,bencht,3,3 ACT Benchmarks,Percent who enrolled in college,83,62545,75315,,out of,students who met,enrolled in college.,
51% - 75%,enroll,1,,bencht,4,4 ACT Benchmarks,Percent who enrolled in college,87.2,124763,143111,,out of,students who met,enrolled in college.,
76% - 100%,fouryr,1,,bencht,0,0 ACT Benchmarks,Percent who attended a 4-year college,33.4,7055,21149,,out of,college students who met,attended a four-year college.,
76% - 100%,fouryr,1,,bencht,1,1 ACT Benchmark,Percent who attended a 4-year college,52.7,8706,16533,,out of,college students who met,attended a four-year college.,
76% - 100%,fouryr,1,,bencht,2,2 ACT Benchmarks,Percent who attended a 4-year college,62.9,8879,14122,,out of,college students who met,attended a four-year college.,
76% - 100%,fouryr,1,,bencht,3,3 ACT Benchmarks,Percent who attended a 4-year college,73.7,8376,11369,,out of,college students who met,attended a four-year college.,
76% - 100%,fouryr,1,,bencht,4,4 ACT Benchmarks,Percent who attended a 4-year college,89.6,18204,20326,,out of,college students who met,attended a four-year college.,
76% - 100%,enroll,1,,bencht,0,0 ACT Benchmarks,Percent who enrolled in college,55.4,21149,38150,,out of,students who met,enrolled in college.,
76% - 100%,enroll,1,,bencht,1,1 ACT Benchmark,Percent who enrolled in college,72.1,16533,22926,,out of,students who met,enrolled in college.,
76% - 100%,enroll,1,,bencht,2,2 ACT Benchmarks,Percent who enrolled in college,77.2,14122,18289,,out of,students who met,enrolled in college.,
76% - 100%,enroll,1,,bencht,3,3 ACT Benchmarks,Percent who enrolled in college,82.3,11369,13821,,out of,students who met,enrolled in college.,
76% - 100%,enroll,1,,bencht,4,4 ACT Benchmarks,Percent who enrolled in college,88.3,20326,23028,,out of,students who met,enrolled in college.,
Statewide (100%),fouryr,1,,bencht,0,0 ACT Benchmarks,Percent who attended a 4-year college,35,29086,82998,,out of,college students who met,attended a four-year college.,
Statewide (100%),fouryr,1,,bencht,1,1 ACT Benchmark,Percent who attended a 4-year college,56.7,35102,61882,,out of,college students who met,attended a four-year college.,
Statewide (100%),fouryr,1,,bencht,2,2 ACT Benchmarks,Percent who attended a 4-year college,67.5,39401,58329,,out of,college students who met,attended a four-year college.,
Statewide (100%),fouryr,1,,bencht,3,3 ACT Benchmarks,Percent who attended a 4-year college,77.1,43073,55897,,out of,college students who met,attended a four-year college.,
Statewide (100%),fouryr,1,,bencht,4,4 ACT Benchmarks,Percent who attended a 4-year college,89.2,101483,113708,,out of,college students who met,attended a four-year college.,
Statewide (100%),enroll,1,,bencht,0,0 ACT Benchmarks,Percent who enrolled in college,34.1,82998,243707,,out of,students who met,enrolled in college.,
Statewide (100%),enroll,1,,bencht,1,1 ACT Benchmark,Percent who enrolled in college,58.7,61882,105362,,out of,students who met,enrolled in college.,
Statewide (100%),enroll,1,,bencht,2,2 ACT Benchmarks,Percent who enrolled in college,68,58329,85805,,out of,students who met,enrolled in college.,
Statewide (100%),enroll,1,,bencht,3,3 ACT Benchmarks,Percent who enrolled in college,76.1,55897,73496,,out of,students who met,enrolled in college.,
Statewide (100%),enroll,1,,bencht,4,4 ACT Benchmarks,Percent who enrolled in college,83.6,113708,135965,,out of,students who met,enrolled in college.,
Alabama,fouryr,1,,gencat,1,Female,Percent who attended a 4-year college,61.3,9426,15380,,out of,college students whose gender is,attended a four-year college.,
Alabama,fouryr,1,,gencat,2,Male,Percent who attended a 4-year college,63.5,7627,12008,,out of,college students whose gender is,attended a four-year college.,
Alabama,fouryr,1,,gencat,3,Unknown,Percent who attended a 4-year college,100,2,2,,out of,college students whose gender is,attended a four-year college.,
Alabama,enroll,1,,gencat,1,Female,Percent who enrolled in college,74.1,15380,20766,,out of,students whose gender is,enrolled in college.,
Alabama,enroll,1,,gencat,2,Male,Percent who enrolled in college,69.2,12008,17353,,out of,students whose gender is,enrolled in college.,
Alabama,enroll,1,,gencat,3,Unknown,Percent who enrolled in college,66.7,2,3,,out of,students whose gender is,enrolled in college.,
Alaska,fouryr,1,,gencat,1,Female,Percent who attended a 4-year college,95.8,1071,1118,,out of,college students whose gender is,attended a four-year college.,
Alaska,fouryr,1,,gencat,2,Male,Percent who attended a 4-year college,93.8,754,804,,out of,college students whose gender is,attended a four-year college.,
Alaska,fouryr,1,,gencat,3,Unknown,Percent who attended a 4-year college,100,1,1,,out of,college students whose gender is,attended a four-year college.,
Alaska,enroll,1,,gencat,1,Female,Percent who enrolled in college,72.9,1118,1533,,out of,students whose gender is,enrolled in college.,
Alaska,enroll,1,,gencat,2,Male,Percent who enrolled in college,67.6,804,1190,,out of,students whose gender is,enrolled in college.,
Alaska,enroll,1,,gencat,3,Unknown,Percent who enrolled in college,100,1,1,,out of,students whose gender is,enrolled in college.,
Arizona,fouryr,1,,gencat,1,Female,Percent who attended a 4-year college,67.6,6713,9927,,out of,college students whose gender is,attended a four-year college.,
Arizona,fouryr,1,,gencat,2,Male,Percent who attended a 4-year college,63.1,4745,7518,,out of,college students whose gender is,attended a four-year college.,
Arizona,fouryr,1,,gencat,3,Unknown,Percent who attended a 4-year college,34.2,26,76,,out of,college students whose gender is,attended a four-year college.,
Arizona,enroll,1,,gencat,1,Female,Percent who enrolled in college,60.5,9927,16410,,out of,students whose gender is,enrolled in college.,
Arizona,enroll,1,,gencat,2,Male,Percent who enrolled in college,51.5,7518,14602,,out of,students whose gender is,enrolled in college.,
Arizona,enroll,1,,gencat,3,Unknown,Percent who enrolled in college,11.8,76,646,,out of,students whose gender is,enrolled in college.,
Arkansas,fouryr,1,,gencat,1,Female,Percent who attended a 4-year college,67.7,6627,9783,,out of,college students whose gender is,attended a four-year college.,
Arkansas,fouryr,1,,gencat,2,Male,Percent who attended a 4-year college,68.9,5204,7550,,out of,college students whose gender is,attended a four-year college.,
Arkansas,fouryr,1,,gencat,3,Unknown,Percent who attended a 4-year college,50,11,22,,out of,college students whose gender is,attended a four-year college.,
Arkansas,enroll,1,,gencat,1,Female,Percent who enrolled in college,71.4,9783,13694,,out of,students whose gender is,enrolled in college.,
Arkansas,enroll,1,,gencat,2,Male,Percent who enrolled in college,64,7550,11806,,out of,students whose gender is,enrolled in college.,
Arkansas,enroll,1,,gencat,3,Unknown,Percent who enrolled in college,5.9,22,375,,out of,students whose gender is,enrolled in college.,
California,fouryr,1,,gencat,1,Female,Percent who attended a 4-year college,81.3,41957,51586,,out of,college students whose gender is,attended a four-year college.,
California,fouryr,1,,gencat,2,Male,Percent who attended a 4-year college,78.7,28630,36375,,out of,college students whose gender is,attended a four-year college.,
California,enroll,1,,gencat,1,Female,Percent who enrolled in college,82.5,51586,62524,,out of,students whose gender is,enrolled in college.,
California,enroll,1,,gencat,2,Male,Percent who enrolled in college,81.3,36375,44719,,out of,students whose gender is,enrolled in college.,
Colorado,fouryr,1,,gencat,1,Female,Percent who attended a 4-year college,75.6,12316,16287,,out of,college students whose gender is,attended a four-year college.,
Colorado,fouryr,1,,gencat,2,Male,Percent who attended a 4-year college,72.7,9995,13739,,out of,college students whose gender is,attended a four-year college.,
Colorado,fouryr,1,,gencat,3,Unknown,Percent who attended a 4-year college,0,0,5,,out of,college students whose gender is,attended a four-year college.,
Colorado,enroll,1,,gencat,1,Female,Percent who enrolled in college,58.4,16287,27868,,out of,students whose gender is,enrolled in college.,
Colorado,enroll,1,,gencat,2,Male,Percent who enrolled in college,48.9,13739,28078,,out of,students whose gender is,enrolled in college.,
Colorado,enroll,1,,gencat,3,Unknown,Percent who enrolled in college,6.2,5,81,,out of,students whose gender is,enrolled in college.,
Connecticut,fouryr,1,,gencat,1,Female,Percent who attended a 4-year college,95.5,5202,5445,,out of,college students whose gender is,attended a four-year college.,
Connecticut,fouryr,1,,gencat,2,Male,Percent who attended a 4-year college,94.8,4187,4417,,out of,college students whose gender is,attended a four-year college.,
Connecticut,fouryr,1,,gencat,3,Unknown,Percent who attended a 4-year college,100,28,28,,out of,college students whose gender is,attended a four-year college.,
Connecticut,enroll,1,,gencat,1,Female,Percent who enrolled in college,88,5445,6186,,out of,students whose gender is,enrolled in college.,
Connecticut,enroll,1,,gencat,2,Male,Percent who enrolled in college,84.8,4417,5209,,out of,students whose gender is,enrolled in college.,
Connecticut,enroll,1,,gencat,3,Unknown,Percent who enrolled in college,17.9,28,156,,out of,students whose gender is,enrolled in college.,
Delaware,fouryr,1,,gencat,1,Female,Percent who attended a 4-year college,92.2,605,656,,out of,college students whose gender is,attended a four-year college.,
Delaware,fouryr,1,,gencat,2,Male,Percent who attended a 4-year college,93.3,517,554,,out of,college students whose gender is,attended a four-year college.,
